tenure,MonthlyCharges,OnlineSecurity,TotalCharges,InternetService,TechSupport,Contract,Churn Probability
30,100.45,No,3096.9,Fiber optic,No,Month-to-month,0.6929703490328395
51,75.2,No,3901.25,DSL,Yes,Two year,0.08935188018628848
31,84.75,Yes,2613.4,Fiber optic,No,Month-to-month,0.4864873723378866
9,89.45,No,853.1,Fiber optic,No,Month-to-month,0.8234649691133146
72,79.5,Yes,5661.7,DSL,Yes,Two year,0.03285046928291536
10,72.15,No,794.25,DSL,No,Month-to-month,0.6051935951485885
37,19.8,No internet service,695.05,No,No internet service,One year,0.043181082198425175
2,76.4,No,160.8,DSL,Yes,Month-to-month,0.5379380064199282
55,100.9,Yes,5552.05,Fiber optic,No,One year,0.3234830093161172
33,95.3,Yes,3275.15,Fiber optic,No,Month-to-month,0.4801415708393485
46,90.95,No,4236.6,Fiber optic,Yes,One year,0.311196302026506
1,54.5,Yes,54.5,DSL,Yes,Month-to-month,0.4869303030023107
20,61.6,No,1174.35,DSL,No,Month-to-month,0.4878951839437512
9,79.9,No,741.7,Fiber optic,No,Month-to-month,0.8234888446886397
32,96.15,No,3019.25,Fiber optic,No,Month-to-month,0.6989744719092171
19,49.6,No,962.9,DSL,No,Month-to-month,0.501156494713749
70,65.3,Yes,4759.75,DSL,Yes,Two year,0.03870070982080716
61,25.0,No internet service,1498.35,No,No internet service,Two year,0.01253936685868904
26,45.45,No,1233.15,DSL,No,Month-to-month,0.48191981632035225
45,107.75,No,4882.8,Fiber optic,No,Month-to-month,0.6611634712888583
62,89.1,No,5411.65,Fiber optic,No,Two year,0.3153302858008804
1,19.65,No internet service,19.65,No,No internet service,Month-to-month,0.5446309586756529
3,44.75,No,148.05,DSL,No,Month-to-month,0.7201231509021012
41,101.6,Yes,3930.55,Fiber optic,No,One year,0.3246419735593908
67,103.15,No,6895.5,Fiber optic,Yes,Two year,0.22383995744233176
1,84.65,No,84.65,Fiber optic,No,Month-to-month,0.8547976966504266
71,95.65,Yes,6856.95,Fiber optic,No,One year,0.26750735850539403
37,75.1,Yes,2658.8,DSL,No,One year,0.176936887201447
60,61.35,Yes,3766.2,DSL,Yes,Two year,0.03941438909783108
1,69.55,No,69.55,Fiber optic,No,Month-to-month,0.8453105340519662
6,19.7,No internet service,129.55,No,No internet service,Month-to-month,0.26388095294186426
13,31.05,No,347.25,DSL,No,Month-to-month,0.6027428861966262
11,51.0,Yes,581.7,DSL,No,Month-to-month,0.43067103325723755
7,51.0,Yes,354.05,DSL,No,Month-to-month,0.44653719668541697
10,88.85,No,929.45,Fiber optic,No,Month-to-month,0.8236542166436878
34,20.05,No internet service,679.0,No,No internet service,Two year,0.017265519911025245
62,65.1,Yes,3846.75,DSL,Yes,Two year,0.039262410651155016
64,70.15,No,4480.7,DSL,Yes,One year,0.16440458918413353
1,44.35,No,44.35,DSL,No,Month-to-month,0.7333292676551519
25,20.75,No internet service,499.4,No,No internet service,Two year,0.01980179406317047
26,56.05,No,1553.2,DSL,No,One year,0.24645451153973502
10,19.95,No internet service,219.5,No,No internet service,One year,0.07743131049086499
53,98.6,Yes,5311.85,Fiber optic,No,One year,0.30779081356615373
7,79.7,No,586.05,Fiber optic,No,Month-to-month,0.8272788847809411
33,79.0,No,2576.8,Fiber optic,No,Month-to-month,0.6999743166916346
71,89.45,No,6435.25,Fiber optic,No,Two year,0.2976164668599252
29,74.2,No,1993.25,Fiber optic,No,Month-to-month,0.688593234263315
24,81.0,Yes,1923.85,DSL,Yes,Month-to-month,0.25588333349267134
20,49.6,No,939.8,DSL,No,Month-to-month,0.501156494713749
1,84.6,No,84.6,Fiber optic,No,Month-to-month,0.8547976966504266
54,55.0,No,3092.65,DSL,No,Month-to-month,0.4611827729650712
5,84.85,No,415.55,Fiber optic,No,Month-to-month,0.8323010207974533
72,84.2,Yes,5986.55,DSL,Yes,Two year,0.03201389884027298
52,106.3,Yes,5487.0,Fiber optic,Yes,Two year,0.17352689040793665
9,69.05,No,651.5,Fiber optic,No,Month-to-month,0.7809224766367396
1,45.4,No,45.4,DSL,No,Month-to-month,0.7333292676551519
1,73.65,No,73.65,Fiber optic,No,Month-to-month,0.8528623080282626
33,73.9,No,2405.05,DSL,Yes,One year,0.1920222369788452
55,77.75,No,4458.15,Fiber optic,No,Month-to-month,0.6500763876597646
69,99.35,No,6856.45,Fiber optic,Yes,Two year,0.21964484901845027
1,50.75,Yes,50.75,DSL,No,Month-to-month,0.5669583089438128
54,87.1,Yes,4735.2,DSL,Yes,Two year,0.04892218895503937
33,20.15,No internet service,682.15,No,No internet service,One year,0.04197467959799377
45,98.7,No,4525.8,Fiber optic,Yes,One year,0.33015396969595173
11,25.2,No,321.05,DSL,No,Month-to-month,0.6149336128021686
6,55.7,Yes,335.65,DSL,No,Month-to-month,0.4558119081109197
21,65.35,Yes,1424.4,DSL,No,Month-to-month,0.36266114415169065
65,25.3,No internet service,1748.55,No,No internet service,Two year,0.013215314373769644
6,84.35,No,474.9,Fiber optic,No,Month-to-month,0.8303081777438741
8,84.95,Yes,668.4,Fiber optic,No,Month-to-month,0.6052789361572618
11,73.85,No,926.25,Fiber optic,Yes,Month-to-month,0.6310772046074961
43,24.25,No internet service,1077.95,No,No internet service,Two year,0.017389541699032104
49,51.8,No,2541.25,DSL,No,One year,0.24377722164126653
1,46.0,No,46.0,DSL,No,Month-to-month,0.7333292676551519
15,79.4,No,1156.1,Fiber optic,No,Month-to-month,0.8075948690145848
60,60.5,Yes,3694.45,DSL,No,Two year,0.08834626707747546
17,25.1,No,382.8,DSL,No,Month-to-month,0.5493589848978847
16,71.8,No,1167.8,Fiber optic,No,Month-to-month,0.7989292874465701
35,20.05,No internet service,746.75,No,No internet service,One year,0.041849697685089775
44,88.4,No,3912.9,Fiber optic,No,One year,0.3873529732310211
12,30.25,No,368.85,DSL,Yes,One year,0.2369701257803193
1,20.2,No internet service,20.2,No,No internet service,Month-to-month,0.5756516492442447
28,59.9,Yes,1654.7,DSL,Yes,One year,0.13843360592356851
70,25.15,No internet service,1940.85,No,No internet service,Two year,0.01235021510405166
5,46.0,No,221.7,DSL,No,Month-to-month,0.6904251655846171
18,101.3,No,1794.65,Fiber optic,No,Month-to-month,0.7241193649766986
70,76.95,Yes,5289.8,DSL,Yes,Two year,0.04011950542655764
9,55.3,No,501.2,DSL,No,Month-to-month,0.5849653964367415
67,92.45,Yes,6140.85,Fiber optic,Yes,Two year,0.12775823319179197
1,48.45,Yes,48.45,DSL,No,Month-to-month,0.5799140651599785
18,19.35,No internet service,309.25,No,No internet service,Two year,0.026415067387835143
4,51.75,No,201.1,DSL,No,Month-to-month,0.7114392886685648
71,86.7,Yes,6179.35,Fiber optic,No,One year,0.26223789115331364
30,94.4,Yes,2838.7,Fiber optic,No,Month-to-month,0.49889512401403446
1,55.7,Yes,55.7,DSL,No,Month-to-month,0.5738253884078798
55,84.25,Yes,4589.85,Fiber optic,No,One year,0.28264266578000957
59,64.65,No,3735.45,DSL,Yes,Month-to-month,0.30434262983923027
1,70.15,No,70.15,Fiber optic,No,Month-to-month,0.8459391947476204
7,69.2,No,477.55,Fiber optic,No,Month-to-month,0.8022505316480691
45,54.65,Yes,2553.7,DSL,Yes,Two year,0.0564360767250032
54,24.75,No internet service,1342.15,No,No internet service,One year,0.046646816504642086
51,23.95,No internet service,1216.35,No,No internet service,One year,0.04359060100880434
72,105.0,No,7578.05,Fiber optic,No,One year,0.3650687159497909
44,59.85,Yes,2603.95,DSL,Yes,One year,0.1388564791481597
2,20.05,No internet service,42.7,No,No internet service,Month-to-month,0.29282555903067364
66,92.15,No,6056.9,Fiber optic,No,One year,0.39335939674817555
68,44.8,Yes,2983.65,DSL,No,One year,0.15935244043357047
31,20.9,No internet service,689.35,No,No internet service,Two year,0.01888152624566162
21,95.4,No,2025.1,Fiber optic,No,Month-to-month,0.7194267383883393
21,80.35,Yes,1747.2,Fiber optic,No,Month-to-month,0.5371312140841833
55,85.1,Yes,4657.95,DSL,Yes,Two year,0.04787214700346766
9,34.7,No,296.1,DSL,No,Month-to-month,0.6448602570012247
71,115.05,Yes,8016.6,Fiber optic,Yes,Two year,0.08934556074496366
1,81.1,No,81.1,Fiber optic,No,Month-to-month,0.8545590281869843
22,19.95,No internet service,433.5,No,No internet service,One year,0.04294147857984333
1,20.55,No internet service,20.55,No,No internet service,Month-to-month,0.5079871140703989
61,106.6,No,6428.4,Fiber optic,Yes,Two year,0.2498371930005542
67,86.15,No,5883.85,DSL,Yes,Two year,0.09462931500036585
14,78.85,Yes,1043.8,Fiber optic,No,Month-to-month,0.5938075236254935
59,106.75,Yes,6252.9,Fiber optic,Yes,Month-to-month,0.33973681135418526
21,86.55,No,1857.25,Fiber optic,No,Month-to-month,0.7182931300783052
4,42.4,Yes,146.4,DSL,Yes,Month-to-month,0.46050292457095204
3,89.45,No,240.45,Fiber optic,No,Month-to-month,0.8370081808192588
70,24.25,No internet service,1724.15,No,No internet service,Two year,0.012045842228126978
3,97.9,No,315.3,Fiber optic,Yes,Month-to-month,0.7064755114906419
21,20.5,No internet service,429.55,No,No internet service,One year,0.04391711582403658
20,19.6,No internet service,356.15,No,No internet service,Month-to-month,0.1797145824512285
22,20.25,No internet service,488.25,No,No internet service,One year,0.04287547416888074
1,55.7,No,55.7,DSL,No,Month-to-month,0.7262860054664302
63,20.6,No internet service,1298.7,No,No internet service,Two year,0.013698375553546895
70,19.8,No internet service,1378.75,No,No internet service,Two year,0.013795049937220633
13,79.8,No,973.45,Fiber optic,No,Month-to-month,0.8159976923564809
5,80.2,No,384.25,Fiber optic,No,Month-to-month,0.8317053390338441
72,116.4,Yes,8543.25,Fiber optic,Yes,Two year,0.07269515313741319
13,31.65,No,389.95,DSL,No,Month-to-month,0.5848001159822348
61,94.15,No,5731.85,Fiber optic,Yes,Month-to-month,0.47632761788284955
1,20.65,No internet service,20.65,No,No internet service,Month-to-month,0.47966201025299093
56,76.85,No,4275.75,Fiber optic,Yes,Month-to-month,0.46395590864051484
4,20.15,No internet service,84.5,No,No internet service,Month-to-month,0.26533625845463005
35,55.25,Yes,1924.1,DSL,No,Two year,0.11663123877707444
18,39.05,No,669.85,DSL,No,Month-to-month,0.5069544667273309
72,82.15,No,5784.3,DSL,No,Two year,0.19790861071388413
49,103.0,Yes,5166.2,Fiber optic,Yes,One year,0.2833777222454877
44,95.1,Yes,4060.55,Fiber optic,Yes,Month-to-month,0.3497577380781147
3,83.9,No,267.4,Fiber optic,Yes,Month-to-month,0.6960306566400589
37,95.15,No,3532.85,Fiber optic,No,Month-to-month,0.6887313196746613
61,79.8,No,4914.8,DSL,No,One year,0.22918643170292838
70,74.8,Yes,5315.8,DSL,Yes,Two year,0.03865048051083757
1,69.85,No,69.85,Fiber optic,No,Month-to-month,0.8456272129645306
41,20.45,No internet service,775.6,No,No internet service,Month-to-month,0.1399937461907221
70,78.35,Yes,5445.95,DSL,Yes,One year,0.12839091179486462
1,53.55,No,53.55,DSL,No,Month-to-month,0.7295915363813383
51,19.1,No internet service,1007.8,No,No internet service,One year,0.04228160120545596
42,20.0,No internet service,833.55,No,No internet service,Two year,0.016095762833947497
70,93.9,Yes,6579.05,Fiber optic,Yes,Two year,0.14950089953403056
48,19.95,No internet service,1004.5,No,No internet service,One year,0.042415225916410434
68,113.15,Yes,7856.0,Fiber optic,Yes,Two year,0.1582409107897855
48,24.0,No internet service,1183.05,No,No internet service,Two year,0.015163679395183097
26,84.95,No,2169.75,Fiber optic,No,Month-to-month,0.7070341552015752
11,80.5,No,896.9,Fiber optic,No,Month-to-month,0.8168236183421539
1,19.3,No internet service,19.3,No,No internet service,Month-to-month,0.5557594827839644
27,19.15,No internet service,501.35,No,No internet service,One year,0.04085402399246313
46,91.3,No,4126.35,Fiber optic,No,One year,0.38481823536980586
1,49.65,No,49.65,DSL,No,Month-to-month,0.7289518903965395
46,54.35,No,2460.15,DSL,Yes,Two year,0.1058820782828135
25,19.15,No internet service,477.6,No,No internet service,Month-to-month,0.16325827616715072
4,88.45,No,370.65,Fiber optic,No,Month-to-month,0.8342439595899548
13,19.75,No internet service,265.75,No,No internet service,Two year,0.03559654462984861
31,75.5,Yes,2424.45,DSL,Yes,One year,0.1439445190917978
23,83.75,No,1849.95,Fiber optic,No,Month-to-month,0.7143200034420166
2,19.4,No internet service,61.05,No,No internet service,Month-to-month,0.298371279776951
65,26.5,No internet service,1698.55,No,No internet service,Two year,0.014445346934317307
22,90.5,No,1910.6,Fiber optic,Yes,Month-to-month,0.5507676433919818
55,19.15,No internet service,998.1,No,No internet service,One year,0.04330311536820837
9,94.85,No,890.6,Fiber optic,Yes,Month-to-month,0.6699497661825438
7,69.95,No,529.5,Fiber optic,No,Month-to-month,0.8087901094640224
35,40.9,No,1383.6,DSL,Yes,One year,0.18714915990362518
6,80.25,Yes,493.4,DSL,Yes,Two year,0.0952319359591871
1,48.6,Yes,48.6,DSL,No,Month-to-month,0.5794435132483646
17,70.8,No,1207.0,Fiber optic,No,Month-to-month,0.7667610902025045
10,60.2,No,563.5,DSL,No,Month-to-month,0.569043541845674
15,55.2,No,864.55,DSL,Yes,One year,0.23071451218888797
40,55.8,Yes,2109.35,DSL,No,Month-to-month,0.33700393371839454
13,54.15,Yes,701.05,DSL,Yes,One year,0.1691912062995467
29,80.15,No,2265.25,Fiber optic,No,Month-to-month,0.701409908309548
3,75.5,No,220.6,Fiber optic,No,Month-to-month,0.8357247374211666
58,100.4,No,5749.8,Fiber optic,Yes,Month-to-month,0.4930472673775372
45,62.55,Yes,2796.45,DSL,Yes,One year,0.1382026651988261
72,70.45,Yes,5165.7,DSL,Yes,Two year,0.03340147115385653
68,85.5,Yes,5696.6,Fiber optic,No,One year,0.28929919648858227
1,20.2,No internet service,20.2,No,No internet service,Month-to-month,0.5756516492442447
38,54.5,Yes,2076.05,DSL,No,Month-to-month,0.3362530430811876
2,20.75,No internet service,44.2,No,No internet service,Month-to-month,0.27009848915247453
11,20.35,No internet service,215.25,No,No internet service,Month-to-month,0.21819698527082493
20,91.0,No,1859.5,Fiber optic,No,One year,0.4112829217637063
72,104.8,No,7470.1,Fiber optic,No,Two year,0.3137990733610348
3,74.75,No,229.5,Fiber optic,No,Month-to-month,0.8354732420971522
23,104.05,No,2470.1,Fiber optic,Yes,Month-to-month,0.5596407782468682
40,51.1,No,2092.9,DSL,Yes,Month-to-month,0.3313773806142942
62,89.8,No,5629.55,Fiber optic,No,Month-to-month,0.6352355194753165
22,20.55,No internet service,469.85,No,No internet service,Month-to-month,0.13879837408442447
11,64.05,Yes,733.95,DSL,No,Month-to-month,0.41793168109504447
7,74.85,No,485.25,Fiber optic,No,Month-to-month,0.8268218474878315
13,96.65,Yes,1244.5,Fiber optic,No,Month-to-month,0.6404885602164841
1,20.05,No internet service,20.05,No,No internet service,Month-to-month,0.5708996735956403
39,103.45,No,3994.45,Fiber optic,No,Month-to-month,0.6878916825959849
3,25.0,No,78.25,DSL,No,Month-to-month,0.7284543731338065
58,20.3,No internet service,1131.5,No,No internet service,Two year,0.01615791876864031
6,26.35,No internet service,184.05,No,No internet service,Month-to-month,0.23505587447637852
1,19.9,No internet service,19.9,No,No internet service,Month-to-month,0.5686848260494423
22,54.7,No,1178.75,DSL,No,Month-to-month,0.4993645423749486
14,46.35,No,667.7,DSL,No,Month-to-month,0.575646149831888
64,90.25,No,5629.15,Fiber optic,No,One year,0.3958105870025504
1,19.95,No internet service,19.95,No,No internet service,Month-to-month,0.5700464687926639
6,20.65,No internet service,109.3,No,No internet service,Month-to-month,0.22592059219670968
1,79.6,No,79.6,Fiber optic,No,Month-to-month,0.8545590281869843
39,25.45,No internet service,958.45,No,No internet service,One year,0.04826831294693981
20,19.5,No internet service,403.15,No,No internet service,One year,0.04613220125104317
1,75.9,No,75.9,Fiber optic,Yes,Month-to-month,0.6703220682571146
1,76.2,No,76.2,Fiber optic,No,Month-to-month,0.8545590281869843
64,66.15,Yes,4392.5,DSL,No,One year,0.15343650182237625
1,19.25,No internet service,19.25,No,No internet service,Month-to-month,0.5381628207547815
46,69.1,No,3168.0,DSL,No,Month-to-month,0.45492112434418613
28,39.1,No,1096.6,DSL,No,One year,0.2621437352292164
33,20.05,No internet service,669.45,No,No internet service,Month-to-month,0.16090437685548206
39,59.8,Yes,2343.85,DSL,No,One year,0.1723258084311649
42,84.3,No,3588.4,Fiber optic,Yes,Month-to-month,0.5267318991347488
1,48.6,No,48.6,DSL,No,Month-to-month,0.7311497470895948
7,79.0,No,522.95,Fiber optic,No,Month-to-month,0.8276628351181068
70,105.35,Yes,7511.9,Fiber optic,No,Two year,0.21453933989974772
65,25.1,No internet service,1725.0,No,No internet service,Two year,0.012474699016243417
1,49.75,Yes,49.75,DSL,No,Month-to-month,0.5669583089438128
18,94.75,No,1691.9,Fiber optic,No,Month-to-month,0.7224657679663089
24,93.0,No,2248.05,Fiber optic,No,Month-to-month,0.7152400933117282
63,71.9,Yes,4479.2,DSL,Yes,Two year,0.04099510731546979
44,77.55,No,3471.1,DSL,No,One year,0.24414891234035385
4,19.85,No internet service,63.0,No,No internet service,Month-to-month,0.27893290480939076
1,70.25,No,70.25,Fiber optic,No,Month-to-month,0.8463550605778024
37,95.25,No,3314.15,Fiber optic,No,Month-to-month,0.6890795670452425
10,84.6,No,865.55,Fiber optic,No,Month-to-month,0.8233666997850925
34,25.05,No,852.7,DSL,No,Month-to-month,0.4804072084814151
35,53.15,Yes,1930.9,DSL,No,One year,0.17427088608487967
4,20.15,No internet service,91.4,No,No internet service,Month-to-month,0.26533625845463005
39,101.25,No,3949.15,Fiber optic,Yes,Month-to-month,0.5384256297953837
43,100.55,No,4304.0,Fiber optic,No,One year,0.40808714387285744
17,24.1,No internet service,409.9,No,No internet service,Month-to-month,0.19342671803085362
61,25.3,No internet service,1554.9,No,No internet service,Two year,0.013279982216215265
49,71.8,Yes,3472.05,DSL,No,One year,0.1657545405194102
4,19.7,No internet service,117.8,No,No internet service,One year,0.09514168795636925
64,49.85,No,3210.35,DSL,Yes,Two year,0.08903575338686438
3,69.6,No,207.4,Fiber optic,No,Month-to-month,0.8213073229178973
1,19.75,No internet service,19.75,No,No internet service,Month-to-month,0.5424060012032551
40,80.8,No,3132.75,Fiber optic,No,One year,0.3788651754321576
1,60.0,Yes,60.0,DSL,Yes,Month-to-month,0.4850637161485575
8,86.55,No,649.65,Fiber optic,No,Month-to-month,0.8268221639338306
1,20.85,No internet service,20.85,No,No internet service,Month-to-month,0.4851965307901755
34,64.2,No,2106.3,DSL,Yes,One year,0.18648943187500516
1,35.0,No,35.0,DSL,No,Month-to-month,0.7333292676551519
39,50.75,No,2011.4,DSL,No,Month-to-month,0.47397305359805464
58,105.5,Yes,6205.5,Fiber optic,Yes,One year,0.29967606195979896
45,19.2,No internet service,903.7,No,No internet service,Two year,0.019426017098133217
6,85.15,Yes,503.6,Fiber optic,No,Month-to-month,0.6064187424442165
43,90.65,Yes,3882.3,Fiber optic,Yes,One year,0.23950538043426817
41,20.0,No internet service,879.8,No,No internet service,Two year,0.017707308972439745
5,74.65,No,383.65,Fiber optic,No,Month-to-month,0.8308643514035688
72,61.2,Yes,4390.25,DSL,Yes,Two year,0.03357567802700312
4,19.95,No internet service,68.2,No,No internet service,One year,0.09653271300954214
9,54.8,No,452.8,DSL,Yes,Month-to-month,0.4532451171813969
72,73.45,No,5329.0,DSL,No,Two year,0.1924647266984287
33,51.45,No,1758.9,DSL,Yes,One year,0.18652122660009052
72,80.45,Yes,5737.6,Fiber optic,No,Two year,0.13616454931600638
22,54.2,Yes,1152.7,DSL,Yes,Month-to-month,0.27483055177964344
70,109.5,No,7674.55,Fiber optic,Yes,One year,0.37879194802375055
21,104.4,No,2157.95,Fiber optic,No,Month-to-month,0.720823678077894
15,85.3,No,1219.85,Fiber optic,No,Month-to-month,0.8023023237455992
29,79.3,No,2414.55,Fiber optic,Yes,Month-to-month,0.5259131805663533
15,76.5,No,1155.6,DSL,Yes,Month-to-month,0.4414326252174005
71,105.1,Yes,7548.1,Fiber optic,No,Month-to-month,0.41119485038909837
72,25.4,No internet service,1809.35,No,No internet service,Two year,0.011873286009418454
19,86.85,No,1564.4,Fiber optic,No,Month-to-month,0.7195989481519017
1,19.65,No internet service,19.65,No,No internet service,Month-to-month,0.5446309586756529
1,75.7,No,75.7,Fiber optic,No,Month-to-month,0.8545590281869843
2,45.55,No,84.4,DSL,No,Month-to-month,0.7300563783242788
11,78.1,No,864.85,Fiber optic,No,Month-to-month,0.8164666050419872
12,19.3,No internet service,228.75,No,No internet service,One year,0.08154782034648989
70,110.5,No,7752.05,Fiber optic,Yes,Two year,0.25314370904959943
20,90.8,No,1951.0,Fiber optic,No,Month-to-month,0.7196043850702567
23,20.3,No internet service,470.6,No,No internet service,Month-to-month,0.13867891762278428
49,81.35,Yes,4060.9,DSL,Yes,Two year,0.048061355585523685
4,97.95,No,384.5,Fiber optic,No,Month-to-month,0.8353064140492054
32,108.15,Yes,3432.9,Fiber optic,Yes,Month-to-month,0.3833146729949961
2,55.3,No,108.65,DSL,No,Month-to-month,0.7146775236801892
69,56.55,Yes,3952.65,DSL,No,Two year,0.08739273856875043
6,80.5,No,463.05,Fiber optic,No,Month-to-month,0.8300695092804318
24,19.7,No internet service,494.05,No,No internet service,Two year,0.01807936083598275
32,104.05,No,3416.85,Fiber optic,No,One year,0.4190921207785525
27,52.85,Yes,1498.65,DSL,No,Two year,0.12154268045304484
27,104.3,Yes,2867.75,Fiber optic,Yes,Month-to-month,0.3985874864195564
58,80.65,No,4807.35,Fiber optic,Yes,Month-to-month,0.46830642541669504
1,71.35,No,71.35,Fiber optic,No,Month-to-month,0.8524425608817128
18,24.65,No internet service,471.35,No,No internet service,Two year,0.03224034283719253
47,21.3,No internet service,1041.8,No,No internet service,Two year,0.016167788220176862
70,110.2,No,7689.8,Fiber optic,Yes,Two year,0.26153805525765483
13,89.4,No,1132.35,Fiber optic,Yes,Month-to-month,0.6721547597106329
36,51.05,Yes,1815.0,DSL,No,Month-to-month,0.3355972502115361
67,19.8,No internet service,1311.3,No,No internet service,Two year,0.014405393341862482
10,19.9,No internet service,199.45,No,No internet service,Month-to-month,0.24325270814102468
19,87.3,Yes,1637.3,Fiber optic,No,Month-to-month,0.5401232195449871
71,19.85,No internet service,1326.35,No,No internet service,Two year,0.01701994928036764
72,89.4,Yes,6376.55,DSL,Yes,Two year,0.030971981362239144
48,20.0,No internet service,935.9,No,No internet service,Two year,0.015705515796282085
1,20.05,No internet service,20.05,No,No internet service,Month-to-month,0.5708996735956403
18,83.25,Yes,1611.15,DSL,Yes,Month-to-month,0.2927929975127121
1,20.6,No internet service,20.6,No,No internet service,Month-to-month,0.4947773616507258
67,102.9,No,6989.7,Fiber optic,Yes,Two year,0.22383995744233176
69,39.1,Yes,2779.5,DSL,Yes,Two year,0.04443866940525634
19,99.95,No,1931.75,Fiber optic,No,Month-to-month,0.7226912912554876
72,114.5,Yes,8331.95,Fiber optic,Yes,Two year,0.07299275988189231
38,20.2,No internet service,735.9,No,No internet service,Two year,0.016380530815509834
40,55.8,No,2283.3,DSL,No,One year,0.24303029891092848
61,24.2,No internet service,1445.2,No,No internet service,Two year,0.012344517695742251
10,81.0,No,818.05,Fiber optic,No,Month-to-month,0.82312803132165
32,72.8,Yes,2333.05,DSL,Yes,One year,0.14337240839297774
21,99.85,No,1992.55,Fiber optic,No,Month-to-month,0.7217707880719658
59,99.5,No,5890.0,Fiber optic,No,One year,0.41231777063005204
13,70.15,No,916.75,Fiber optic,No,Month-to-month,0.7956238244496877
47,20.25,No internet service,1029.8,No,No internet service,Two year,0.016885196346062285
69,26.0,No internet service,1796.55,No,No internet service,Two year,0.012093033953432223
2,19.9,No internet service,33.7,No,No internet service,Month-to-month,0.3783936189431159
22,19.05,No internet service,454.05,No,No internet service,Month-to-month,0.16663113479262792
15,96.5,Yes,1392.25,Fiber optic,No,Month-to-month,0.6313584902986356
53,19.85,No internet service,1049.6,No,No internet service,Two year,0.018486615727885167
28,25.7,No internet service,734.6,No,No internet service,Month-to-month,0.13677120908267015
22,20.3,No internet service,475.1,No,No internet service,One year,0.042809970822581554
1,70.15,No,70.15,Fiber optic,No,Month-to-month,0.8459391947476204
16,91.55,No,1540.05,Fiber optic,Yes,Month-to-month,0.6411134851712191
48,39.4,Yes,1978.65,DSL,Yes,Two year,0.05707669461180192
30,105.7,Yes,3181.8,Fiber optic,Yes,Month-to-month,0.38578497261016165
3,70.25,No,229.7,Fiber optic,No,Month-to-month,0.8232195424160444
57,93.75,Yes,5625.55,Fiber optic,Yes,Two year,0.1442933666937308
68,96.55,Yes,6581.9,Fiber optic,No,One year,0.31226664410218025
23,60.0,No,1347.15,DSL,Yes,One year,0.1880376444380927
65,59.8,No,3808.2,DSL,Yes,Two year,0.08174630781879472
44,90.65,No,3974.15,Fiber optic,No,One year,0.3868996672111091
71,109.0,Yes,7661.8,Fiber optic,No,Two year,0.18266760370859966
37,68.1,Yes,2479.25,DSL,Yes,One year,0.14117646111820834
12,20.4,No internet service,266.6,No,No internet service,Month-to-month,0.1958807793814813
69,81.95,No,5601.4,DSL,Yes,Two year,0.08832208404070403
35,60.55,Yes,1982.6,DSL,No,Month-to-month,0.32820317907261476
5,65.6,No,339.9,DSL,Yes,Month-to-month,0.48832981604046694
58,82.5,No,4828.05,Fiber optic,No,Two year,0.3178381942473269
72,82.3,Yes,5980.55,DSL,Yes,Two year,0.03215463958101372
72,68.15,Yes,4808.7,DSL,Yes,Two year,0.03321508169775431
1,20.3,No internet service,20.3,No,No internet service,Month-to-month,0.5114594734075588
39,95.55,Yes,3692.85,Fiber optic,Yes,One year,0.262538200848405
53,20.2,No internet service,1068.15,No,No internet service,One year,0.04487800403029095
27,89.2,No,2383.6,Fiber optic,Yes,Month-to-month,0.5388467410015303
1,69.65,No,69.65,Fiber optic,No,Month-to-month,0.8456272129645306
1,89.3,No,89.3,Fiber optic,No,Month-to-month,0.8548959659786487
18,74.8,Yes,1438.05,Fiber optic,No,Month-to-month,0.5445667217260315
46,20.2,No internet service,917.45,No,No internet service,Two year,0.015603648228669173
72,84.4,Yes,6096.45,DSL,Yes,Two year,0.03201389884027298
36,87.55,No,3078.1,Fiber optic,Yes,Month-to-month,0.5317570448641002
4,25.15,No,99.95,DSL,No,Month-to-month,0.7173394890616143
25,19.8,No internet service,475.2,No,No internet service,Two year,0.02004412561523255
40,50.85,No,2036.55,DSL,No,Month-to-month,0.4721209227912813
63,102.4,No,6444.05,Fiber optic,No,Month-to-month,0.6461092013915266
15,96.3,Yes,1426.75,Fiber optic,Yes,Month-to-month,0.5699222303029365
14,55.5,No,767.55,DSL,No,Month-to-month,0.5715149072952456
72,109.75,No,7932.5,Fiber optic,Yes,Two year,0.163821877885319
39,106.4,Yes,4040.65,Fiber optic,No,Month-to-month,0.46915675416286234
47,60.0,Yes,2768.65,DSL,No,Two year,0.10420821254317067
19,88.8,Yes,1672.35,Fiber optic,Yes,Month-to-month,0.41658963804746657
5,85.2,No,474.8,Fiber optic,No,Month-to-month,0.8323010207974533
13,35.1,No,446.1,DSL,No,Month-to-month,0.5839014313335502
17,80.05,No,1345.65,Fiber optic,No,Month-to-month,0.7657583419823819
34,75.55,No,2425.4,Fiber optic,No,Month-to-month,0.6928069296989358
42,49.55,No,2077.95,DSL,No,Month-to-month,0.4721209227912813
5,81.3,No,416.3,Fiber optic,No,Month-to-month,0.8320623523340109
71,23.9,No internet service,1663.5,No,No internet service,Two year,0.011822361754346408
19,66.4,Yes,1286.05,DSL,No,Month-to-month,0.36070249617629246
2,19.6,No internet service,35.85,No,No internet service,Month-to-month,0.3832183653652237
57,18.8,No internet service,1094.35,No,No internet service,Two year,0.02635935584511802
